id,homepage,domain,url_search_string,label,notes,platform,pub_country,pub_state,media_type,stories_per_week,first_story,primary_language,coverage_geography,coverage_primary_content,media_bias_allsides,1media_bias_ground_news,2voter_tweets,3voter_tweets,lean1,1lean,2lean,3lean,avgLean,aggLean
1117,http://www.nationalreview.com/,nationalreview.com,,nationalreview.com,,online_news,USA,,print_native,46,,en,national,news,lean right,right,right,right,1,2,2,2,2,right
128,http://www.redstate.com,redstate.com,,RedState,,online_news,USA,,digital_native,237,,en,national,news,right,right,right,right,2,2,2,2,2,right
1092,https://foxnews.com,foxnews.com,,foxnews.com,,online_news,USA,US-NY,video_broadcast,980,,,national,news,right,right,lean right,right,2,2,1,2,1.666666667,right
18775,https://dailycaller.com/,dailycaller.com,,dailycaller.com,,online_news,USA,,digital_native,365,,,national,news,right,right,right,right,2,2,2,2,2,right
19082,http://pjmedia.com,pjmedia.com,,PJ Media,,online_news,USA,,digital_native,137,,en,national,news,right,right,right,right,2,2,2,2,2,right
19334,https://breitbart.com,breitbart.com,,breitbart.com,,online_news,USA,,digital_native,733,,,national,news,right,right,right,right,2,2,2,2,2,right
19763,http://townhall.com,townhall.com,,townhall.com,,online_news,USA,,digital_native,319,,en,national,news,right,right,right,right,2,2,2,2,2,right
21919,http://spectator.org,spectator.org,,American Spectator,,online_news,USA,,print_native,67,,en,national,news,right,right,right,right,2,2,2,2,2,right
22088,http://www.theblaze.com/,theblaze.com,,theblaze.com,,online_news,USA,,digital_native,224,,,national,news,right,right,right,right,2,2,2,2,2,right
23290,http://www.ncregister.com,ncregister.com,,National Catholic Register,,online_news,USA,,print_native,100,,en,national,news,right,right,,right,2,2,,2,2,right
25349,http://newsmax.com,newsmax.com,,newsmax.com,,online_news,USA,,digital_native,,,,national,news,right,right,right,right,2,2,2,2,2,right
25626,http://patriotpost.us,patriotpost.us,,patriot post,,online_news,USA,,digital_native,45,,en,national,news,right,right,right,right,2,2,2,2,2,right
127733,http://oann.com/,oann.com,,Oan,,online_news,USA,US-CA,digital_native,136,,en,national,news,right,right,right,right,2,2,2,2,2,right
20357,http://cnsnews.com,cnsnews.com,,CNS News,,online_news,USA,,digital_native,0,,en,national,service,right,right,right,right,2,2,2,2,2,right
1125,http://newsbusters.org,newsbusters.org,,NewsBusters,,online_news,USA,,digital_native,94,,en,national,service,right,right,right,right,2,2,2,2,2,right
27011,http://www.investors.com,investors.com,,Investors,,online_news,USA,US-CA,print_native,339,,en,national,business,,,right,right,,,2,2,2,right
117,http://hotair.com,hotair.com,,Hot Air,,online_news,USA,,digital_native,112,,en,national,news,,lean right,right,right,,1,2,2,1.666666667,right
136666,http://shop.americanfreepress.net/,americanfreepress.net,,shop.americanfreepress.net,,online_news,,,,2,,,national,news,,,,right,,,,2,2,right
366790,http://dailysignal.com/,dailysignal.com,,dailysignal.com,,online_news,,,,113,,,national,news,,,right,right,,,2,2,2,right
143374,http://redherring.com/,redherring.com,,Red Herring,,online_news,USA,,print_native,0,,en,global,business,,,,,,,,,unknown,unknown
86512,http://www.x17online.com/#spider,x17online.com,,x17online.com,,online_news,USA,,digital_native,0,,en,national,entertainment,,,,,,,,,unknown,unknown
413473,http://hollywoodweeklymagazine.com/,hollywoodweeklymagazine.com,,hollywoodweekly,,online_news,USA,,print_native,1,,,national,entertainment,,,,,,,,,unknown,unknown
79587,http://www.marinetimes.com/#spider,marinetimes.com,,marinetimes.com,,online_news,USA,,print_native,13,,en,national,military,,,,,,,,,unknown,unknown
24652,http://www.opposingviews.com,opposingviews.com,,opposingviews.com,,online_news,USA,,digital_native,29,,en,national,news,,,,,,,,,unknown,unknown
28248,http://pressrepublican.com/,pressrepublican.com,,Press-Republican,,online_news,USA,US-NY,print_native,92,,,state,news,,,,,,,,,unknown,unknown
226,http://newsblaze.com,newsblaze.com,,News Blaze,,online_news,,,,18,,en,national,news,,,,,,,,,unknown,unknown
77578,http://www.nhgazette.com/#spider,nhgazette.com,,nhgazette.com,,online_news,USA,US-NH,print_native,10,,en,state,news,,,,,,,,,unknown,unknown
588414,http://hudsonvalley360.com/,hudsonvalley360.com,,hudsonvalley360.com,,online_news,,,,,,,state,news,,,,,,,,,unknown,unknown
104377,http://www.contactomagazine.com,contactomagazine.com,,Contacto,,online_news,USA,,print_native,,,es,state,news,,,,,,,,,unknown,unknown
125751,http://axcessnews.com/,axcessnews.com,,AxcessNews,,online_news,USA,,digital_native,3,,en,national,news,,,,,,,,,unknown,unknown
300241,http://www.dailysource.org/,dailysource.org,,Daily Source,,online_news,USA,,digital_native,40,,en,global,news,,,,,,,,,unknown,unknown
300516,http://www.schwartzreport.net/,schwartzreport.net,,Schwartzreport,,online_news,USA,,digital_native,29,,en,national,news,,,,,,,,,unknown,unknown
255385,http://indiancountrynews.com/,indiancountrynews.com,,indiancountrynews.com,,online_news,,,,,,en,national,news-native,,,,,,,,,unknown,unknown
19452,http://www.lexisnexis.com,lexisnexis.com,,lexisnexis.com,,online_news,,,,18,,,national,service,,,,,,,,,unknown,unknown
111877,http://thepostgame.com/,thepostgame.com,,The PostGame,,online_news,USA,,digital_native,2,,en,national,sports,,,,,,,,,unknown,unknown
278480,http://scout.com/,scout.com,,Scout,,online_news,USA,,digital_native,,,en,national,sports,,,,,,,,,unknown,unknown
300477,http://www.polamjournal.com/,polamjournal.com,,Polish American Journal,,online_news,USA,,print_native,,,en,,news-polish,,,,,,,,,unknown,unknown
324726,http://antena305.com/,antena305.com,,antena305.com,,online_news,USA,,digital_native,0,,es,national,news-hispanic,,,,,,,,,unknown,unknown
